ZINC_ID,Glide_5R8T,Glide_5R81,Glide_5REZ,Glide_5RF7,Glide_5RGI,Glide_5RH3,Glide_6LU7_2,Glide_7BUY
C78400660_P122299778,-4.111,-4.56,-5.168,-5.082,-5.268,-4.045,-4.495,-4.544
C20598906_P30728476,-4.01,-5.703,-4.639,-5.561,-2.583,-4.77,-4.662,-4.541
C81888321_P127719218,-4.05,-4.408,-4.703,-5.321,-4.356,-4.484,-4.907,-4.54
C77311737_P120616114,-4.493,-4.482,-5.208,-5.554,-5.816,-4.979,-6.033,-4.536
C97611088_P154720609,-3.938,-5.09,-5.115,-6.176,-4.526,-4.445,-4.837,-4.53
C33357724_P49379601,-4.832,-6.7,-6.596,-5.506,-4.136,-3.407,-5.719,-4.529
C50605699_P75687604,-4.808,-4.648,-4.627,-5.447,-4.22,-5.059,-5.238,-4.517
C09911336_P15143306,-3.384,-4.227,-3.614,-2.764,-3.449,-3.488,-2.832,-4.513
C50983773_P76318502,-4.295,-4.483,-4.433,-5.06,-4.514,-4.004,-4.325,-4.508
C34943038_P51874362,-4.936,-5.636,-5.617,-6.198,-3.817,-3.202,-4.974,-4.496
C63626171_P97702186,-2.708,-4.748,0,-5.306,-5.7,-4.008,-4.883,-4.495
C63350180_P97290037,-4.209,-6.228,-5.633,-5.718,-5.039,-3.776,-5.764,-4.49
C68914538_P105821720,-5.028,-5.024,-4.495,-5.011,-4.71,-3.921,-5.608,-4.49
C87840409_P137396080,-4.273,-4.488,-4.642,-5.084,-4.574,-3.725,-5.53,-4.482
C82860530_P129514370,-4.845,-4.948,-4.734,-5.487,-3.841,-4.197,-4.17,-4.482
C85304357_P133468197,-4.717,-4.799,-5.313,-5.641,-4.53,-4.895,-5.048,-4.481
C86783791_P135837615,-3.539,-4.998,-5.12,-4.838,-3.711,-4.579,-4.565,-4.48
C79468019_P124140069,-5.235,-5.377,-4.595,-5.485,-4.974,-4.774,-5.722,-4.478
C63089009_P96881725,-4.607,-6.086,-5.728,-6.55,-4.747,-5.107,-5.881,-4.471
C97798792_P155225561,-2.768,-5.165,-4.247,-4.219,-3.151,-3.015,-4.548,-4.464
C63384055_P97337111,-4.23,-5.021,0,-4.831,-4.099,-3.58,-6.787,-4.462
C05729394_P114046814,-2.596,-5.013,-3.846,-3.507,-3.712,-3.857,-3.839,-4.46
C82814904_P129443622,-4.314,-4.664,-4.813,-4.762,-4.227,-4.758,-5.236,-4.458
C04527840_P156221243,-3.618,-6.267,-5.591,-6.349,-4.947,-5.705,-6.266,-4.452
C86831417_P135914442,-4.164,-4.889,-5.154,-4.411,-4.13,-4.385,-5.432,-4.449
C12411941_P18241437,-5.211,-5.508,-5.869,-6.206,-4.701,-4.703,-4.601,-4.445
C97623178_P154734143,-4.852,-5.685,-5.376,-6.846,-4.433,-4.982,-4.949,-4.444
C86387323_P135255408,-4.748,-5.957,-6.178,-5.749,-5.33,-5.174,-5.12,-4.442
C86008930_P134728464,-3.494,-3.97,-4.101,-4.578,-4.221,-3.632,-4.329,-4.44
C20868332_P31146453,-4.402,-5.718,-5.433,-5.9,-5.441,-5.407,-5.713,-4.428
C54376989_P81817034,-4.482,-4.417,-5.371,-4.349,-4.23,-4.262,-5.099,-4.427
C40238139_P61091374,-5.64,-5.264,-3.908,-6.917,-4.553,-5.166,-5.858,-4.422
C39109624_P59257321,-3.766,-4.61,-4.418,-5.458,-4.796,-4.03,-4.838,-4.42
C10455994_P17973758,-4.127,-5.864,-5.687,-5.548,-3.888,-4.909,-6.101,-4.419
C84465284_P153145969,-4.03,-5.044,-5.02,-6.379,-4.001,-4.472,-4.498,-4.408
C69723450_P107412488,-4.611,-4.408,-3.973,-4.74,-3.644,-4,-4.731,-4.401
C20440181_P30458882,-3.691,-4.517,-4.146,-4.624,-3.624,-3.979,-4.497,-4.401
C86541327_P135482375,-2.936,-3.968,-4.615,-4.773,-3.701,-3.438,-4.605,-4.395
C85742852_P134274547,-3.72,-4.03,-4.253,-5.471,-3.824,-3.977,-5.351,-4.392
C08440964_P12785187,-5.559,-5.646,-4.669,-6.498,-3.932,-5.311,-5.949,-4.385
C86414431_P135289120,-3.5,-4.812,-4.866,-5.829,-4.659,-4.551,-4.257,-4.385
C92819083_P145321217,-4.057,-4.968,-5.561,-5.7,-4.116,-4.01,-4.896,-4.379
C84465223_P153150825,-4.322,-5.672,-5.017,-5.957,-4.002,-4.455,-4.902,-4.373
C20275327_P74941787,-4.983,-6.682,-4.189,-5.42,-3.58,-3.763,-6.486,-4.361
C69891965_P107738300,-3.893,-4.865,-3.911,-5.443,-3.803,-4.178,-4.769,-4.356
C49061553_P73292137,-3.119,-5.197,-4.56,-5.477,-3.388,-3.428,-4.245,-4.354
C85704943_P134173306,-5.063,-4.928,-5.575,-5.395,-5.736,-4.692,-5.115,-4.35
C79221144_P123709314,-5.612,-4.19,-7.462,-6.369,-5.365,-4.328,-6.735,-4.337
C84120413_P131649530,-3.965,-5.152,-4.579,-5.562,-4.478,-4.407,-5.514,-4.336
C02854177_P152596696,-3.875,-5.674,-5.97,-4.953,-3.759,-3.243,-5.039,-4.308
C80159456_P125222515,-4.731,-5.398,-4.753,-5.76,-5.039,-4.305,-5.054,-4.306
C20927010_P31242792,-4.156,-5.4,-5.581,-5.79,-4.777,-4.375,-4.579,-4.305
C86176288_P134962169,-4.465,-5.294,-4.944,-5.699,-4.144,-5.017,-4.761,-4.298
C94486664_P148099735,-4.88,-5.832,-5.437,-4.908,-4.908,-3.844,-5.69,-4.291
C39426053_P59756194,-3.44,-3.87,-4.429,-4.662,-4.13,-4.242,-4.692,-4.288
C70118953_P108082477,-3.499,-4.774,-4.312,-4.888,-4.623,-4.507,-5.076,-4.286
C22034439_P32788653,-6.443,-5.891,-6.324,-5.937,-3.915,-4.94,-5.952,-4.284
C16121592_P86017191,-2.493,-5.695,-3.36,-4.391,-3.574,-4.233,-4.547,-4.283
C83577027_P130736438,-3.941,-5.6,-4.635,-5.366,-4.413,-4.658,-5.059,-4.262
C87665485_P137136820,-4.481,-5.293,-4.786,-4.445,-4.798,-4.698,-4.345,-4.258
C86342230_P135204655,-4.588,-5.595,-5.482,-6.197,-4.649,-5.312,-5.471,-4.254
C43528192_P65818142,-3.432,-4.762,-4.737,-6.061,-3.633,-5.134,-6.1,-4.253
C13467311_P20703765,-5.16,-5.143,-5.313,-5.374,-3.05,-3.067,-3.966,-4.249
C97798708_P155225518,-3.464,-4.679,-4.282,-5.058,-3.317,-3.581,-3.372,-4.248
C06078173_P10257108,-4.602,-5.981,-5.163,-6.481,-3.342,-4.702,-6.284,-4.245
C72207264_P112174524,-5.22,-4.048,-4.895,-4.583,-4.224,-4.524,-5.302,-4.245
C87776732_P137311179,-3.9,-5.45,-4.656,-5.305,-4.077,-4.335,-4.921,-4.238
C87308088_P136615258,-4.096,-5.622,-5.072,-5.204,-4.71,-4.242,-4.391,-4.212
C09158555_P14049055,-4.302,-4.805,-3.125,-3.805,-3.563,-4.668,-5.158,-4.192
C86541030_P135477221,-3.455,-4.527,-4.505,-5.179,-3.404,-4.088,-4.045,-4.187
C82838340_P129477855,-3.33,-4.526,-4.1,-4.355,-4.03,-4.109,-4.565,-4.185
C88202959_P137931691,-4.013,-4.795,-4.877,-5.055,-4.201,-4.752,-5.036,-4.177
C97458998_P154367332,-3.533,-5.096,-4.762,-4.78,-4.424,-3.451,-3.684,-4.158
C58089038_P87547865,-4.069,-5.496,-5.119,-5.688,-4.767,-4.29,-5.136,-4.156
C29805093_P43771578,-4.123,-5.557,-4.973,-4.867,-2.506,-4.609,-5.642,-4.155
C04655753_P06513511,-3.275,-5.379,-3.955,-4.891,-3.855,-3.387,-4.725,-4.119
C43526680_P65813401,-2.956,-2.849,0,-5.093,-3.897,-2.695,-5.931,-4.108
C94273675_P147751445,-4.417,-5.402,-4.495,-5.185,-3.662,-3.336,-4.244,-4.084
C93309664_P146075745,-4.89,-5.282,-4.699,-5.621,-3.605,-4.159,-4.222,-4.06
C86526584_P135481579,-3.539,-4.649,-3.902,-5.347,-4.141,-3.968,-5.171,-4.051
C86414332_P135288930,0,0,-4.763,0,-4.993,0,-5.488,-4.036
C96792995_P153036368,-1.889,-3.648,-2.471,-5.517,-3.439,-3.706,-5.222,-4.006
C35681707_P52970573,-4.696,-5.366,-5.745,-5.537,-4.478,-4.171,-6.359,-3.981
C86213174_P134998356,-4.008,-4.997,-3.772,-4.895,-3.787,-4.009,-4.515,-3.976
C97797992_P155217695,-3.983,-5.102,-4.742,-5.513,-3.628,-4.678,-5.462,-3.969
C97798701_P155218562,-4.116,-5.67,-4.93,-5.575,-3.071,-3.477,-4.446,-3.969
C09542610_P14621018,-3.827,-4.731,-2.621,-4.118,-4.297,-3.512,-6.148,-3.951
C97798587_P155225497,-3.457,-4.76,-4.217,-4.111,-3.559,-4.309,-4.369,-3.951
C86541249_P135482333,-3.023,-4.472,-4.333,-4.698,-3.474,-3.897,-4.311,-3.93
C86541249_P135477543,-3.023,-4.472,-4.333,-4.698,-3.474,-3.897,-4.311,-3.93
C86537288_P135471720,-2.958,-4.658,-3.967,-4.928,-2.984,-4.709,-2.352,-3.888
C69603403_P107128598,-3.805,-4.008,-4.169,-4.343,-3.856,-3.678,-5.696,-3.873
C98222357_P156213089,0.812,0,-4.346,-3.059,0,2.072,-6.639,-3.857
C68809124_P105667576,-3.039,-3.868,-3.024,-3.247,-4.296,-3.344,-3.698,-3.855
C01692246_P10011491,-2.274,-3.419,-0.821,-5.088,-2.865,-2.916,-4.682,-3.813
C82829755_P129469057,-2.139,-3.06,-3.756,-4.007,-3.316,-3.202,-3.034,-3.802
C39324428_P59581704,-3.283,-6.526,0,-4.273,-3.917,-3.048,-4.69,-3.758
C04955277_P56575478,-4.088,-4.682,-4.308,-4.299,-3.664,-3.938,-4.465,-3.704
C97798693_P155218547,-3.503,-4.66,-5.035,-4.433,-2.822,-4.555,-4.391,-3.659
C94424601_P147979370,-4.042,-5.349,-4.467,-4.919,-4.397,-4.084,-4.328,-3.654
C86703713_P135716865,-3.237,-4.283,-3.62,-4.197,-3.072,-3.651,-4.244,-3.651
C86541360_P135482392,-2.924,-4.445,-4.365,-4.856,-4.58,-5.016,-4.106,-3.646
C86861181_P135963898,-2.984,-5.932,-5.769,-6.151,-5.129,-6.162,-5.402,-3.532
C88132195_P137853428,0,-3.938,-2.721,-3.991,0,-3.121,-3.653,-3.521
C01832948_P80015193,-1.644,0,0,-5.035,0,-3.794,-4.881,-3.511
C08655619_P13240194,-1.406,-3.176,-1.424,-4.586,-1.254,-1.954,-4.025,-3.467
C97798709_P155225519,-3.015,-4.239,-3.964,-4.263,-4.069,-3.328,-3.74,-3.436
C35464969_P52622325,-4.392,-5.444,-2.468,-5.712,-3.577,-2.899,-4.603,-3.378
C97798681_P155218527,-3.728,-4.67,-4.428,-4.699,-3.632,-3.956,-3.972,-3.368
C01772235_P79968416,0,0,0,-5.911,-0.811,-3.648,-4.349,-3.356
C85223337_P133334784,-3.669,-3.999,-3.781,-4.74,-3.458,-4.451,-4.247,-3.336
C86541126_P135477358,-3.438,-4.438,-4.216,-4.285,-3.287,-4.257,-4.084,-3.318
C39324422_P59581698,-4.123,-3.265,0,-4.881,-2.836,-3.051,-5.504,-3.229
C15946242_P96324053,-2.668,-4.393,-5.122,-3.045,-4.693,-3.973,-5.09,-3.032
C02895919_P04956826,-1.145,-1.827,0,-4.905,-1.845,-1.991,-5.194,-2.399
C40570116_P61601437,-2.095,-3.586,-2.61,-4.288,-2.503,-4.523,-3.649,-1.736
C97964032_P155566302,0.216,-0.98,0,-1.927,0.727,-0.403,0.573,0.809
C96292059_P151811483,0,0,0,-6.312,0,0,-7.381,0
C97964200_P155566812,0,0,0,-5.967,-2.347,-3.085,-6.901,0
C06078197_P10257191,0,0,0,-6.597,0,0,-6.526,0
C01886314_P80034952,0,0,0,-5.085,0,0,-6.34,0
C04335798_P156198874,0,0,0,-5.042,-5.474,-2.515,-6.232,0
C88832268_P138957644,-5.461,-6.548,-5.835,-5.951,-4.754,-5.489,-6.136,0
C04260855_P156224538,-3.64,-5.799,0,-5.728,-3.548,-3.719,-6.054,0
C03991858_P155563927,-1.997,0,0,-2.727,-3.717,-3.339,-5.437,0
C58855670_P130314935,0,0,0,-5.23,0,0,-5.117,0
C04282408_P156220552,0,0,0,0,0,0,-4.844,0
C95100684_P149110431,0,0,0,-3.495,0,0,-4.519,0
C04259853_P156224525,0,0,0,0,0,0,-4.053,0
C13572193_P56517591,-2.321,0,0,-4.324,0,-4.69,-3.179,0
C12562884_P18940314,-2.791,0,-4.844,-3.483,-3.921,-2.368,-3.051,0
C38806075_P58772413,0,0,0,-3.298,-1.957,-0.892,-2.006,0
C84463761_P153144393,0,0,0,-3.466,0,0,0,0
C85569265_P133947002,0,0,-6.407,0,0,0,0,0
C59169240_P89788971,0,0,0,0,0,0,0,0
C53111457_P79619056,0,0,0,0,0,0,0,0
C87009575_P136209754,0,0,0,0,0,0,0,0
C97679371_P154900735,0,0,0,0,0,0,0,0
C13083087_P19343776,0,0,0,0,0,0,0,0
C59188004_P89830889,0,0,0,0,0,0,0,0
