ZINC_ID,Glide_5R8T,Glide_5R81,Glide_5REZ,Glide_5RF7,Glide_5RGI,Glide_5RH3,Glide_6LU7_2,Glide_7BUY
C50841489_P76077211,-4.934,-6.034,-5.721,-5.964,-4.806,-4.722,-6.172,-5.678
C94184743_P147607972,-4.368,-5.644,-5.498,-6.033,-5.501,-5.072,-6.125,-5.678
C91885244_P143851159,-5.718,-5.444,-5.57,-6.128,-5.979,-5.997,-6.132,-5.677
C85803678_P134319085,-5.346,-6.101,-5.625,-5.796,-6.31,-5.736,-5.812,-5.677
C63028714_P96783748,-5.227,-6.806,-5.674,-6.307,-5.283,-5.297,-6.525,-5.675
C90320445_P141194727,-5.068,-7.037,-6.036,-6.406,-4.915,-5.217,-5.988,-5.675
C91748402_P143656078,-5.132,-5.634,-5.237,-5.908,-5.133,-5.363,-5.656,-5.673
C83098433_P129883422,-5.004,-5.904,-5.974,-5.867,-5.057,-5.455,-6.007,-5.672
C19289624_P28507897,-4.85,-5.657,-5.648,-7.242,-4.956,-5.126,-5.994,-5.67
C85089001_P133138099,-5.398,-5.487,-5.088,-5.724,-5.936,-5.234,-6.402,-5.669
C82820436_P129454474,-4.259,-5.158,-5.018,-6.261,-5.387,-5.079,-5.385,-5.669
C87606690_P137026069,-5.51,-5.986,-5.789,-5.666,-5.171,-5.226,-5.111,-5.668
C87918196_P137520543,-4.904,-5.418,-5.199,-5.556,-4.833,-5.739,-5.446,-5.667
C82477221_P128889465,-5.223,-6.09,-5.474,-5.638,-6.218,-4.975,-6.629,-5.666
C05282923_P07813079,-5.284,-5.577,-5.435,-6.013,-5.245,-5.346,-5.527,-5.665
C70710863_P109098778,-4.851,-4.698,-5.076,-4.988,-5.205,-4.475,-4.897,-5.665
C94608599_P148296876,-5.297,-6.181,-5.776,-6.988,-4.905,-4.949,-6.754,-5.664
C85807804_P134326345,-5.392,-5.766,-5.946,-6.017,-5.041,-5.862,-5.742,-5.663
C86899685_P136052763,-4.455,-5.203,-4.638,-5.833,-4.365,-4.547,-5.133,-5.662
C52138278_P78086661,-4.616,-6.436,-5.417,-6.676,-5.287,-5.359,-6.013,-5.661
C49646715_P74162584,-5.174,-5.711,-5.855,-6.641,-5.878,-5.363,-5.329,-5.661
C97703896_P154972790,-4.32,-5.642,-5.172,-6.038,-5.235,-5.74,-5.87,-5.66
C92643073_P145002921,-5.852,-5.995,-5.764,-6.488,-6.089,-5.915,-5.739,-5.66
C86387325_P135255410,-4.726,-6.046,-5.887,-5.714,-5.747,-5.716,-5.124,-5.66
C47133859_P70693091,-4.995,-6.263,-5.354,-6.241,-3.932,-3.967,-5.225,-5.657
C62749660_P96279913,-5.294,-5.352,-5.214,-6.238,-5.891,-5.273,-5.549,-5.656
C83531043_P130666837,-4.424,-4.991,-4.747,-5.289,-5.156,-5.371,-4.946,-5.656
C82561179_P129036581,-4.681,-5.197,-5.253,-5.475,-4.343,-4.213,-5.104,-5.655
C85574492_P133938809,-4.793,-6.328,-5.607,-6.254,-4.712,-5.045,-6.669,-5.653
C18254721_P56648448,-5.208,-6.443,-5.386,-5.491,-5.397,-4.639,-5.547,-5.653
C08399032_P12815627,-4.283,-5.055,0,-4.762,-5.503,-4.671,-5.675,-5.651
C88248773_P138006504,-4.068,-6.924,-4.814,-5.79,-5.397,-4.978,-5.203,-5.651
C86327774_P135179804,-5.249,-5.95,-5.833,-6.22,-4.427,-5.739,-5.475,-5.65
C95221131_P149406342,-5.443,-5.884,-6.152,-6.457,-4.895,-5.473,-5.649,-5.648
C65455516_P100653909,-4.85,-5.53,-5.076,-5.486,-5.379,-4.58,-5.206,-5.645
C85318186_P133491800,-4.836,-5.196,-4.89,-5.467,-4.578,-4.719,-5.388,-5.644
C91546136_P143273510,-5.635,-6.528,-6.388,-6.407,-5.145,-6.503,-6.961,-5.642
C50975434_P76308422,-5.464,-5.409,-5.297,-6.073,-4.497,-4.927,-5.632,-5.642
C85784302_P134295245,-4.939,-5.721,-5.386,-5.621,-6.048,-5.702,-5.558,-5.64
C97262363_P154021144,-5.204,-5.765,-5.587,-6.089,-6.115,-5.8,-5.973,-5.639
C40252882_P61117967,-4.349,-7.066,-6.098,-7.056,-5.224,-4.34,-5.759,-5.639
C87211717_P136460244,-5.123,-5.681,-5.584,-6.164,-6.074,-4.478,-5.578,-5.639
C86421312_P135298529,-4.46,-6.001,-6.008,-6.078,-5.077,-5.548,-5.257,-5.639
C09280592_P24289868,-5.18,-6.207,-5.892,-6.346,-5.332,-5.949,-6.043,-5.638
C53709355_P80768162,-5.682,-5.412,-5.071,-5.918,-4.646,-4.81,-5.928,-5.638
C41263078_P62609821,-4.981,-5.659,-5.206,-5.819,-4.709,-5.632,-5.997,-5.636
C85099594_P133179851,-5.296,-6.063,-5.388,-6.536,-4.3,-5.364,-5.702,-5.636
C40455940_P61411632,-5.293,-5.83,-4.753,-6.05,-5.172,-5.028,-6.365,-5.635
C18323004_P53614389,-6.027,-6.197,-6.119,-6.279,-5.057,-6.119,-5.866,-5.633
C82863041_P129525676,-4.907,-5.238,-4.647,-5.99,-5.256,-5.689,-5.737,-5.632
C94601664_P148296175,-5.388,-5.984,-5.709,-6.839,-4.768,-5.263,-6.319,-5.631
C82956869_P129682663,-5.098,-6.466,-5.778,-6.515,-5.512,-5.873,-5.92,-5.63
C84796466_P132725323,-5.197,-6.255,-5.795,-5.883,-5.373,-4.756,-6,-5.629
C40273993_P61150716,-4.432,-7.414,-5.177,-7.144,-5.829,-6.112,-5.821,-5.629
C97617527_P154749313,-5.147,-5.074,-5.821,-6.053,-5.112,-5.842,-5.903,-5.628
C82561054_P129036467,-4.88,-5.317,-5.183,-5.362,-5.561,-5.695,-5.376,-5.624
C87918120_P137520406,-4.276,-6.054,-5.754,-6.499,-5.153,-5.951,-5.087,-5.624
C22859235_P48280836,-4.393,-6.168,-5.44,-4.875,-4.235,-5.126,-5.386,-5.622
C89198085_P139498755,-5.322,-6.195,-6.242,-6.127,-5.392,-6.4,-6.187,-5.621
C71005239_P109577629,-5.578,-5.732,-5.618,-5.965,-5.251,-5.443,-5.472,-5.621
C86943344_P136114134,-4.226,-4.618,-4.833,-5.707,-3.561,-4.709,-5.094,-5.621
C32553376_P48145545,-5.834,-6.604,-6.083,-6.555,-5.041,-5.857,-6.272,-5.62
C98234961_P156239485,-5.327,-6.234,-5.781,-7.486,-5.875,-5.001,-5.799,-5.619
C94386350_P147926711,-5.128,-6.202,-5.665,-6.923,-5.375,-6.119,-5.769,-5.619
C87584251_P136992041,-5.559,-5.736,-5.319,-6.159,-5.706,-5.481,-6.169,-5.618
C86194626_P134969252,-5.127,-5.177,-4.252,-5.113,-4.062,-4.655,-4.579,-5.618
C65336652_P100433761,-4.963,-5.792,-5.164,-5.792,-5.793,-5.315,-5.827,-5.617
C40911015_P62105485,-4.744,-5.91,-5.206,-6.141,-5.535,-5.488,-4.986,-5.617
C87017621_P136212281,-5.726,-6.501,-5.579,-5.947,-4.94,-4.768,-5.982,-5.616
C15442841_P23377048,-5.55,-5.957,-5.975,-7.114,-5.399,-6.033,-6.852,-5.615
C48631184_P72688892,-5.018,-5.715,-5.331,-5.638,-5.012,-5.525,-5.08,-5.615
C12635725_P18579141,-3.744,-6.608,-5.602,-7.04,-5.513,-4.803,-5.586,-5.614
C93922857_P147212001,-4.79,-6.636,-5.75,-6.803,-5.739,-4.818,-5.117,-5.613
C97682941_P154943704,-5.111,-6.159,-5.58,-7.168,-4.418,-6.197,-6.903,-5.612
C70261569_P108306271,-4.944,-5.16,-5.316,-5.9,-5.168,-5.599,-5.85,-5.611
C54160951_P93030510,-5.265,-5.996,-5.604,-5.572,-5.713,-5.712,-5.272,-5.611
C88872359_P139019644,-5.161,-5.803,-5.577,-6.847,-4.58,-5.205,-6.345,-5.609
C39101248_P59236796,-5.497,-5.716,-5.829,-6.617,-5.134,-5.304,-5.961,-5.609
C62983206_P96692362,-4.37,-4.389,-5.974,-6.166,-5.165,-5.072,-5.773,-5.607
C93141008_P145823286,-5.871,-5.718,-5.805,-6.847,-5.072,-5.621,-6.122,-5.606
C50328823_P75275867,-5.126,-6.776,-5.482,-6.774,-6.068,-5.632,-6.718,-5.604
C84227111_P131804461,-4.947,-5.304,-5.538,-5.7,-4.899,-5.206,-5.762,-5.604
C40715979_P61811971,-3.891,-5.651,-4.397,-5.069,-4.429,-4.077,-5.485,-5.601
C50540091_P75576458,-4.987,-5.337,-6.086,-6.787,-5.441,-5.869,-6.036,-5.6
C85574898_P133939726,-4.653,-6.394,-5.469,-6.086,-4.91,-4.844,-6.116,-5.599
C93037883_P145649915,-4.693,-5.736,-5.48,-6.701,-4.85,-4.89,-6.086,-5.599
C71380381_P110422461,-4.987,-6.6,-6.156,-6.669,-4.902,-5.859,-5.638,-5.599
C82597149_P129091031,-5.228,-5.664,-5.327,-6.231,-4.484,-5.588,-5.255,-5.599
C91947039_P155665368,-4.928,-7.115,-5.661,-6.776,-5.103,-5.05,-6.481,-5.597
C50871037_P76131780,-5.111,-6.889,-6.057,-6.644,-4.856,-5.577,-6.037,-5.597
C54910463_P82663422,-5.382,-6.285,-5.828,-6.955,-4.741,-4.984,-6.148,-5.596
C85021839_P143318554,-5.015,-6.519,-5.96,-6.802,-5.048,-5.702,-5.569,-5.596
C53245934_P79884638,-4.186,-5.393,-6.104,-6.404,-5.345,-5.069,-5.341,-5.596
C92912243_P145463042,-5.283,-6.504,-5.446,-5.69,-4.793,-4.981,-5.156,-5.596
C97673567_P154866862,-5.062,-6.325,-5.6,-5.939,-5.746,-5.372,-5.607,-5.594
C51848425_P77664131,-5.195,-5.835,-5.865,-6.025,-5.168,-5.593,-5.843,-5.593
C06444182_P18322873,-4.52,-6.784,-6.205,-6.253,-4.39,-4.922,-6.126,-5.591
C20779213_P31005473,-6.517,-6.604,-6.715,-7.016,-5.838,-6.555,-5.831,-5.591
C94601984_P148289189,-4.989,-5.678,-5.45,-6.321,-5.642,-5.65,-6.205,-5.588
C94418219_P147974729,-5.817,-5.409,-5.189,-6.249,-5.444,-5.453,-5.539,-5.588
C83413485_P130455643,-5.36,-5.833,-5.17,-5.553,-5.815,-4.605,-4.875,-5.588
C97010364_P153580052,-5.074,-5.97,-6.034,-6.89,-4.924,-5.922,-6.409,-5.587
C33866302_P150664706,-4.507,-6.152,-5.419,-6.145,-4.448,-5.395,-6.001,-5.587
C40973348_P62187361,-5.262,-6.289,-5.962,-6.449,-5.879,-4.71,-5.508,-5.587
C71398221_P110445566,-5.513,-5.425,-5.93,-6.255,-5.283,-5.904,-6.215,-5.586
C91677877_P143513149,-5.167,-5.421,-5.313,-5.276,-5.652,-5.383,-5.96,-5.583
C80536445_P125741421,-4.477,-5.685,-4.712,-5.677,-6.399,-4.537,-5.951,-5.583
C40254863_P61120734,-4.458,-6.328,-5.69,-5.457,-3.632,-4.273,-4.736,-5.583
C96593705_P152660045,-5.108,-7.03,-5.346,-5.973,-4.758,-6.632,-4.852,-5.582
C41157119_P62462062,-4.502,-5.975,-5.361,-6.211,-4.606,-4.318,-6.216,-5.581
C86749459_P135811701,-4.847,-5.748,-5.267,-5.945,-4.799,-5.758,-5.682,-5.581
C20934451_P31271869,-4.212,-6.077,-4.705,-6.486,-5.383,-4.144,-5.119,-5.581
C86604015_P135575454,-4.702,-5.489,-5.143,-5.916,-4.8,-5.043,-5.604,-5.576
C36233115_P53837381,-4.977,-5.175,-5.32,-5.868,-4.706,-4.856,-5.339,-5.575
C70341879_P108436421,-4.926,-6.159,-5.198,-6.056,-4.653,-4.817,-6.756,-5.573
C06661170_P24263577,-5.628,-6.25,-5.489,-5.937,-5.14,-4.543,-5.768,-5.573
C85348389_P133551207,-4.667,-4.937,-4.501,-6.201,-5.39,-4.857,-4.879,-5.572
C62738646_P96267415,-4.844,-5.653,-4.662,-6.381,-4.477,-4.451,-5.651,-5.571
C98061058_P155809304,-4.896,-6.068,-5.517,-5.946,-4.181,-5.128,-5.465,-5.571
C19537240_P28923382,-5.307,-6.081,-5.53,-6.207,-5.472,-5.602,-5.751,-5.57
C00168964_P49437219,-4.739,-5.098,-5.272,-5.524,-4.491,-4.352,-4.884,-5.569
C94366261_P147899218,-4.628,-5.832,-5.547,-6.068,-4.296,-5.161,-5.383,-5.568
C37666523_P56013045,-5.439,-6.037,-5.345,-5.997,-5.617,-5.942,-5.72,-5.567
C33637100_P49833269,-5.196,-5.762,-5.762,-5.88,-5.667,-4.722,-5.353,-5.567
C18188908_P48382282,-5.962,-6.768,-5.999,-6.508,-4.952,-6.349,-6.026,-5.565
C87722568_P137208910,-5.049,-5.552,-5.143,-5.57,-4.937,-4.433,-5.055,-5.565
C90801881_P142037714,-5.18,-5.752,-5.342,-6.427,-5.533,-4.848,-5.639,-5.564
C70629974_P108947746,-4.77,-5.372,-4.957,-5.284,-4.138,-4.767,-5.476,-5.564
C86113205_P134840683,-4.997,-5.43,-4.939,-5.529,-4.738,-4.618,-5.326,-5.563
C87820915_P137362625,-5.164,-6.201,-5.694,-6.256,-5.586,-4.999,-5.718,-5.562
C37230909_P55360416,-5.119,-5.636,-6.117,-6.539,-5.679,-4.836,-6.051,-5.559
C88009661_P137643119,-4.608,-5.762,-5.013,-5.686,-5.635,-4.934,-5.263,-5.559
C63755486_P97891784,-4.197,-6.243,-5.845,-7.518,-5.12,-5.762,-5.464,-5.558
C34200448_P50742963,-5.412,-5.955,-5.406,-5.874,-5.173,-4.702,-6.328,-5.556
C94723796_P148472445,-4.416,-5.745,-5.158,-5.502,-4.621,-4.758,-5.212,-5.556
C61320191_P93888454,-4.854,-6.26,-5.621,-6.701,-4.985,-5.751,-5.185,-5.555
C83309165_P130239439,-4.947,-5.843,-5.61,-6.469,-5.275,-5.177,-6.03,-5.552
C86985761_P136152737,-4.261,-5.651,-4.886,-5.5,-6.023,-5.146,-5.38,-5.552
C95863208_P150878565,-4.563,-5.36,-4.839,-4.984,-4.774,-4.691,-4.862,-5.552
C39899921_P60531883,-4.635,-6.576,-6.474,-7.074,-4.602,-5.271,-5.374,-5.549
C44119385_P66653444,-4.418,-5.543,-5.112,-6.146,-5.102,-5.149,-5.086,-5.549
C01595631_P23944270,-4.774,-5.377,-5.576,-5.287,-4.432,-4.766,-5.084,-5.549
C39150995_P90280839,-5.597,-5.828,-5.906,-6.489,-5.612,-5.681,-5.821,-5.548
C87040928_P136259974,-5.034,-6.322,-4.852,-5.954,-3.815,-5.313,-5.727,-5.548
C71013247_P109596558,-5.046,-5.155,-4.667,-5.13,-4.62,-4.64,-5.272,-5.548
C20046707_P29823156,-4.769,-5.602,-5.161,-6.423,-4.654,-5.028,-5.35,-5.547
C71779105_P111228367,-6.286,-4.878,-6.094,-6.41,-4.896,-5.602,-4.927,-5.546
C20375479_P30376017,-4.914,-6.553,-5.879,-6.24,-6.048,-5.71,-5.082,-5.544
C49569612_P74032523,-4.393,-5.508,-5.342,-6.39,-5.297,-4.18,-6.144,-5.543
C43427441_P65673852,-4.89,-5.665,-5.483,-5.415,-5.062,-5.901,-5.668,-5.543
C00290546_P57672778,-5.055,-6.106,-5.89,-6.605,-5.614,-5.475,-5.225,-5.543
C91290998_P142813386,-4.585,-4.814,-4.517,-6.563,-4.741,-4.745,-5.639,-5.542
C85541880_P133924048,-5.21,-5.685,-4.734,-6.066,-5.19,-5.769,-4.962,-5.54
C06190606_P09585661,-4.934,-6.25,-5.306,-5.83,-4.604,-5.981,-6.056,-5.539
C37794330_P56209118,-5.537,-5.558,-5.984,-6.564,-5.674,-5.672,-5.563,-5.539
C86342696_P135205508,-5.389,-7.008,-6.302,-6.17,-5.722,-5.312,-5.936,-5.538
C40236729_P61090727,-4.723,-6.991,-5.003,-6.306,-5.747,-4.725,-5.707,-5.537
C89667477_P140177188,-5.074,-5.39,-5.395,-5.582,-5.28,-4.791,-6.177,-5.533
C86088245_P134832322,-4.703,-6.641,-5.999,-6.541,-5.487,-5.675,-5.289,-5.533
C43990274_P66512778,-4.773,-5.403,-5.085,-5.678,-4.554,-5.036,-4.951,-5.533
C86826010_P135917601,-5.241,-6.007,-5.692,-5.759,-5.455,-5.549,-6.236,-5.532
C38541314_P97276937,-5.045,-5.515,-5.08,-5.866,-5.121,-4.805,-5.458,-5.532
C63038019_P96789157,-5.446,-5.916,-5.37,-6.196,-6.056,-5.482,-5.433,-5.532
C94168263_P147582624,-4.927,-6.763,-6.139,-7.242,-5.143,-5.947,-6.428,-5.531
C87615691_P137050769,-5.651,-5.588,-6.133,-6.064,-5.185,-5.083,-5.984,-5.531
C92912515_P145463605,-5.387,-5.28,-5.411,-4.967,-4.763,-5.428,-4.745,-5.531
C36748937_P54610442,-4.69,-5.909,-5.949,-6.698,-5.353,-5.343,-5.962,-5.53
C83671098_P130904772,-4.777,-5.968,-5.567,-5.872,-4.765,-5.139,-5.879,-5.53
C61277250_P93804961,-5.72,-5.724,-5.576,-6.707,-4.741,-4.896,-6.594,-5.529
C94168353_P147582671,-5.496,-6.697,-5.853,-6.401,-5.082,-5.839,-7.119,-5.528
C88705591_P138764102,-5.996,-5.636,-6.169,-6.023,-4.922,-5.748,-4.388,-5.528
C04768958_P156209141,-5.959,-6.448,-5.074,-6.918,-3.819,-5.13,-5.631,-5.527
C32209483_P47473131,-5.523,-6.396,-5.671,-5.938,-5.838,-5.604,-5.82,-5.526
C94516665_P148158739,-5.183,-6.132,-6.099,-6.051,-5.692,-4.871,-4.683,-5.525
C97349416_P154184698,-4.703,-5.593,-5.804,-5.955,-4.69,-5.029,-6.242,-5.524
C04158570_P17128237,-5.123,-5.947,-5.585,-6.22,-5.375,-6.873,-5.854,-5.522
C95534206_P150161947,-4.372,-6.321,-5.673,-6.166,-5.22,-4.988,-7.277,-5.52
C87829555_P137371270,-4.763,-5.241,-4.802,-5.57,-5.027,-4.45,-6.168,-5.52
C54498242_P82014706,-5.357,-6.472,-5.714,-6.642,-5.351,-5.406,-6.063,-5.52
C92943508_P145510842,-4.997,-5.888,-5.065,-5.287,-5.915,-5.25,-5.055,-5.52
C50602082_P138088486,-5.053,-5.764,-5.701,-5.73,-4.71,-5.141,-5.526,-5.519
C90356283_P141257009,-5.177,-5.693,-5.929,-5.729,-4.382,-4.745,-5.985,-5.516
C44215955_P66781303,-4.636,-5.365,-4.744,-5.783,-5.117,-4.239,-5.666,-5.514
C69488613_P106901674,-4.3,-6.041,-5.103,-6.972,-5.219,-5.206,-4.927,-5.514
C83302279_P130224815,-5.026,-6.322,-6.777,-5.742,-4.5,-3.832,-5.159,-5.512
C86708261_P135721414,-4.776,-5.716,-4.657,-6.679,-5.314,-4.893,-6.477,-5.511
C96140055_P151443889,-4.511,-6.104,-5.77,-6.392,-5.236,-6.541,-5.992,-5.511
C85089137_P133138235,-6.297,-5.717,-5.635,-4.416,-6.832,-5.092,-5.631,-5.511
C20568713_P30678654,-5.415,-6.319,-6.194,-6.509,-5.29,-5.776,-5.159,-5.511
C13591564_P152589733,-4.627,-6.002,-5.749,-5.214,-4.734,-5.037,-5.294,-5.51
C94814086_P148609133,-5.414,-5.854,-5.835,-6.741,-5.145,-5.655,-6.399,-5.508
C86011097_P134673734,-4.772,-6.355,-5.423,-6.271,-5.452,-4.959,-5.213,-5.508
C87229407_P136485515,-4.506,-5.038,-4.562,-5.577,-4.353,-5.043,-5.65,-5.507
C87774026_P137282765,-4.305,-5.711,-4.938,-5.22,-5.837,-4.567,-4.35,-5.507
C82863180_P129517049,-5.353,-5.634,-5.842,-6.907,-5.248,-5.934,-6.54,-5.506
C86526585_P135481585,-4.105,-4.28,-4.493,-4.817,-3.444,-3.934,-5.165,-5.505
C46058765_P128089419,-3.056,-5.738,-5.482,-6.187,-3.017,-4.281,-4.371,-5.504
C95732283_P150571770,-4.385,-5.572,-5.028,-5.974,-5.58,-5.029,-5.345,-5.503
C92163637_P144297491,-3.578,-5.735,-4.509,-4.822,-4.951,-5.438,-6.12,-5.502
C06135473_P10815443,-4.59,-6.45,0,-6.192,-3.966,-5.226,-5.757,-5.502
C94267175_P147735859,-4.835,-6.155,-5.725,-6.486,-4.216,-5.951,-6.199,-5.501
C90320442_P141194724,-4.452,-6.24,-5.385,-6.571,-4.941,-4.944,-5.619,-5.501
C86385561_P135253646,-5.294,-6.769,-5.837,-6.852,-5.474,-6.472,-5.519,-5.498
C71746318_P111121384,-3.322,-4.174,-5.339,-5.568,-4.59,-4.732,-5.425,-5.497
C20094350_P29895160,-4.645,-5.965,-5.691,-5.545,-6.452,-5.179,-5.091,-5.496
C94263567_P147738173,-5.292,-5.784,-5.45,-6.677,-4.928,-4.983,-5.624,-5.492
C81642769_P127384589,-4.717,-5.493,-5.045,-5.497,-4.932,-4.337,-5.654,-5.49
C91304369_P142822110,-5.715,-5.327,-6.143,-6.221,-5.559,-6.483,-5.747,-5.489
C92532443_P144852933,-4.678,-5.639,-5.883,-6.869,-4.955,-5.518,-6.075,-5.488
C48914492_P73080211,-4.11,-5.662,-4.157,-6.09,-5.055,-5.111,-5.371,-5.488
C69624825_P107219166,-4.678,-5.469,-5.104,-5.443,-5.047,-4.834,-5.929,-5.487
C86927234_P136090924,-4.255,-4.462,-3.932,-5.22,-4.149,-3.925,-3.957,-5.487
C19972416_P29719990,-5.461,-6.363,-5.818,-6.701,-5.372,-5.537,-6.373,-5.484
C44181265_P66736147,-5.17,-5.792,-6.36,-6.38,-4.663,-6.618,-5.567,-5.483
C96223720_P151619990,-5,-5.571,-4.604,-5.259,-4.444,-5.315,-5.19,-5.482
C37377297_P55573421,-4.297,-6.153,-5.589,-6.709,-5.309,-5.887,-5.056,-5.48
C40403346_P61343899,-4.946,-6.3,-5.693,-6.307,-5.833,-5.337,-5.041,-5.478
C87606191_P137025566,-5.254,-5.667,-5.413,-5.838,-5.208,-5.758,-5.921,-5.477
C61989990_P95108539,-3.871,-5.233,-5.009,-6.339,-4.538,-4.397,-5.03,-5.476
C38621681_P58463020,-5.009,-6.166,-6.403,-6.96,-4.851,-6.535,-5.42,-5.475
C82730088_P129299609,-4.944,-5.702,-5.761,-5.7,-4.621,-4.526,-5.099,-5.475
C39906972_P60549824,-4.219,-5.941,-5.588,-6.317,-5.692,-4.95,-6.454,-5.473
C89231519_P139548413,-5.062,-5.857,-5.825,-6.242,-5.83,-5.392,-5.658,-5.472
C92085001_P144174732,-5.158,-5.89,-5.395,-6.958,-4.864,-5.207,-5.576,-5.472
C91364465_P142937383,-4.652,-6.14,-6.232,-6.881,-5.393,-5.619,-6.472,-5.468
C98090836_P155912767,-5.406,-5.919,-5.627,-6.167,-6.05,-5.694,-5.729,-5.467
C96250351_P151704979,-4.699,-5.489,-5.347,-5.893,-4.416,-4.794,-5.206,-5.467
C95728637_P150567858,-5.256,-6.531,-6.557,-7.499,-6.128,-6.702,-6.628,-5.466
C88515550_P138443783,-5.215,-6.779,-5.921,-6.412,-5.184,-5.064,-5.878,-5.465
C82484133_P128919709,-4.062,-5.299,-4.792,-5.854,-4.542,-5.537,-5.535,-5.465
C42495436_P64280370,-5.12,-6.557,-5.221,-6.992,-4.82,-5.052,-5.301,-5.465
C86797982_P135887404,-5.159,-6.014,-5.628,-5.93,-5.233,-4.866,-6.073,-5.464
C86191697_P134962571,-5.936,-5.998,-5.148,-4.54,-4.422,-4.796,-4.842,-5.464
C85615178_P134066313,-5.528,-5.729,-4.801,-6.31,-5.388,-4.888,-5.618,-5.462
C72415527_P112648236,-4.894,-5.778,-5.572,-5.776,-4.37,-5.048,-5.417,-5.462
C54134849_P81447896,-5.567,-5.701,-5.201,-5.961,-4.65,-5.177,-5.295,-5.462
C87761227_P137289152,-4.802,-5.773,-5.536,-5.544,-4.698,-4.73,-5.872,-5.46
C82615633_P129111262,-5.142,-6.092,-5.935,-6.146,-5.127,-5.364,-5.319,-5.457
C44181263_P66736145,-5.437,-6.071,-5.489,-6.734,-4.874,-5.364,-5.336,-5.456
C94387353_P147927714,-5.239,-6.027,-5.63,-7.008,-5.206,-5.339,-5.321,-5.456
C55270257_P83255128,-5.741,-5.804,-5.564,-5.202,-5.321,-5.45,-4.931,-5.456
C15836959_P23869130,-4.699,-6.091,-5.477,-5.96,-5.268,-4.705,-6.104,-5.45
C82959089_P129684884,-5.996,-5.92,-6.268,-6.276,-6.023,-5.535,-5.869,-5.45
C79658491_P124451186,-4.124,-6.038,-5.855,-5.333,-4.835,-5.05,-6.221,-5.448
C94413602_P147971877,-5.278,-5.578,-5.561,-6.059,-4.969,-5.964,-6.002,-5.448
C86549818_P135492838,-5.293,-5.632,-5.393,-5.693,-5.019,-4.816,-5.374,-5.447
C86867521_P135976971,-4.495,-5.002,-5.184,-5.575,-5.334,-5.559,-4.869,-5.447
C88036356_P137686882,-5.07,-5.721,-5.551,-6.539,-5.299,-5.136,-5.798,-5.446
C86348070_P135210936,-5.362,-6.865,-6.887,-7.211,-5.701,-6.569,-5.556,-5.446
C00249025_P126156861,-4.847,-6.544,-5.192,-5.776,-5.606,-4.837,-5.321,-5.446
C70227727_P108253279,-5.13,-5.486,-5.436,-6.221,-5.703,-4.63,-4.703,-5.445
C69891734_P107728498,-4.944,-5.794,-5.332,-6.194,-5.648,-5.472,-5.571,-5.443
C61277574_P93794687,-5.187,-5.832,-5.358,-5.952,-4.924,-5.096,-5.557,-5.443
C63216061_P97080162,-5.583,-5.822,-5.682,-6.484,-5.662,-5.008,-5.786,-5.441
C87839869_P137394973,-4.72,-5.958,-5.553,-6.826,-6.106,-5.861,-5.674,-5.438
C87603730_P137023105,-5.098,-5.517,-5.786,-5.919,-5.321,-5.368,-4.738,-5.438
C87612103_P137048304,-5.803,-6.222,-6.708,-6.948,-5.964,-6.058,-6.968,-5.436
C38786648_P58734897,-4.937,-6.453,-6.038,-5.529,-5.288,-4.635,-6.089,-5.436
C83631102_P130838787,-4.539,-5.555,-4.516,-5.797,-4.883,-4.473,-5.803,-5.436
C42413641_P64146369,-5.552,-6.716,-5.993,-6.748,-5.222,-5.712,-5.69,-5.436
C85022104_P133050285,-4.591,-6.092,-5.285,-6.089,-4.66,-4.814,-5.572,-5.436
C84949416_P132942020,-4.637,-5.851,-5.645,-6.039,-4.541,-4.893,-5.197,-5.436
C37400555_P55607974,-5.278,-6.054,-5.702,-6.607,-5.136,-5.518,-5.958,-5.435
C85391835_P133648888,-4.926,-4.669,-5.416,-6.042,-4.875,-5.608,-4.758,-5.435
C97620836_P154752839,-3.786,-5.55,-5.462,-5.463,-4.236,-4.98,-6.26,-5.434
C38418899_P139508637,-5.393,-5.703,-5.737,-5.884,-6.078,-6.115,-5.959,-5.434
C92682507_P145055334,-5.484,-5.276,-5.772,-6.065,-4.343,-4.481,-5.759,-5.434
C87595917_P137013145,-4.869,-6.04,-5.517,-6.069,-5.06,-5.383,-5.941,-5.432
C42265926_P63944515,-5.087,-5.815,-4.437,-6.462,-6.05,-4.733,-5.872,-5.431
C04486599_P06084071,-4.787,-6.278,-5.598,-5.422,-4.027,-4.423,-5.813,-5.431
C86200154_P134976727,-5.16,-5.508,-5.587,-5.793,-4.754,-5.277,-5.802,-5.429
C95447234_P149932026,-3.892,-5.171,-5.218,-4.941,-5.092,-5.314,-4.97,-5.429
C34836562_P51710666,-4.514,-6.728,-6.188,-6.135,-5.098,-4.987,-5.134,-5.428
C64555181_P99123568,-5.393,-5.616,-5.518,-6.035,-5.487,-5.508,-6.562,-5.427
C92775099_P145220556,-4.903,-6.155,-5.641,-6.235,-5.794,-6.025,-5.971,-5.427
C20500202_P30559353,-4.052,-6.908,-5.237,-5.069,-4.062,-4.402,-5.332,-5.426
C20573354_P112275233,-5.032,-6.651,-5.315,-7.282,-3.979,-5.263,-7.055,-5.425
C88690080_P138723365,-4.219,-6.053,-5.515,-5.777,-4.537,-5.274,-6.2,-5.425
